ENSG00000000003	1681
ENSG00000000005	3084
ENSG00000000419	579
ENSG00000000457	143
ENSG00000000460	634
ENSG00000000938	196
ENSG00000000971	4377
ENSG00000001036	268
ENSG00000001084	94
ENSG00000001167	136
ENSG00000001460	517
ENSG00000001461	699
ENSG00000001497	713
ENSG00000001561	493
ENSG00000001617	279
ENSG00000001626	311
ENSG00000001629	159
ENSG00000001630	334
ENSG00000001631	205
ENSG00000002016	33
ENSG00000002079	719
ENSG00000002330	325
ENSG00000002549	393
ENSG00000002586	302
ENSG00000002587	3343
ENSG00000002726	764
ENSG00000002745	298
ENSG00000002746	250
ENSG00000002822	403
ENSG00000002834	27
ENSG00000002919	603
ENSG00000002933	566
ENSG00000003056	215
ENSG00000003096	2082
ENSG00000003137	1369
ENSG00000003147	3320
ENSG00000003249	50
ENSG00000003393	1107
ENSG00000003400	129
ENSG00000003402	84
ENSG00000003436	1512
ENSG00000003509	78
ENSG00000003756	291
ENSG00000003987	401
ENSG00000003989	399
ENSG00000004059	380
ENSG00000004139	5
ENSG00000004142	24
ENSG00000004399	194
ENSG00000004455	199
ENSG00000004468	870
ENSG00000004478	175
ENSG00000004487	798
ENSG00000004534	39
ENSG00000004660	186
ENSG00000004700	153
ENSG00000004766	1598
ENSG00000004776	20
ENSG00000004777	394
ENSG00000004779	112
ENSG00000004799	1666
ENSG00000004809	352
ENSG00000004838	33
ENSG00000004846	572
ENSG00000004848	1280
ENSG00000004864	2497
ENSG00000004866	103
ENSG00000004897	292
ENSG00000004939	137
ENSG00000004948	739
ENSG00000004961	2498
ENSG00000004975	4
ENSG00000005001	212
ENSG00000005007	280
ENSG00000005020	349
ENSG00000005022	525
ENSG00000005059	11
ENSG00000005073	95
ENSG00000005075	16
ENSG00000005100	20
ENSG00000005102	390
ENSG00000005108	1117
ENSG00000005156	40
ENSG00000005175	793
ENSG00000005187	54
ENSG00000005189	90
ENSG00000005194	510
ENSG00000005206	677
ENSG00000005238	42
ENSG00000005243	220
ENSG00000005249	171
ENSG00000005302	3904
ENSG00000005339	194
ENSG00000005379	241
ENSG00000005381	450
ENSG00000005421	334
ENSG00000005436	1390
ENSG00000005448	96
ENSG00000005469	304
ENSG00000005471	1028
ENSG00000005483	141
ENSG00000005486	20
ENSG00000005513	825
ENSG00000005700	345
ENSG00000005801	28
ENSG00000005810	414
ENSG00000005812	84
ENSG00000005844	15
ENSG00000005882	93
ENSG00000005884	289
ENSG00000005889	623
ENSG00000005893	637
ENSG00000005961	43
ENSG00000005981	45
ENSG00000006007	248
ENSG00000006015	333
ENSG00000006016	266
ENSG00000006025	779
ENSG00000006042	478
ENSG00000006047	56
ENSG00000006059	262
ENSG00000006062	30
ENSG00000006071	836
ENSG00000006116	918
ENSG00000006118	430
ENSG00000006125	120
ENSG00000006128	1206
ENSG00000006194	25
ENSG00000006210	381
ENSG00000006282	507
ENSG00000006283	175
ENSG00000006327	93
ENSG00000006377	1273
ENSG00000006432	508
ENSG00000006451	118
ENSG00000006453	380
ENSG00000006459	393
ENSG00000006468	179
ENSG00000006530	617
ENSG00000006534	206
ENSG00000006555	469
ENSG00000006576	218
ENSG00000006606	274
ENSG00000006607	158
ENSG00000006611	1298
ENSG00000006625	136
ENSG00000006634	708
ENSG00000006638	109
ENSG00000006652	130
ENSG00000006659	440
ENSG00000006695	247
ENSG00000006704	397
ENSG00000006712	47
ENSG00000006715	460
ENSG00000006740	760
ENSG00000006744	1117
ENSG00000006747	106
ENSG00000006756	402
ENSG00000006757	1022
ENSG00000006788	1442
ENSG00000006831	291
ENSG00000006837	155
ENSG00000007001	975
ENSG00000007038	391
ENSG00000007047	381
ENSG00000007062	254
ENSG00000007080	300
ENSG00000007129	285
ENSG00000007168	490
ENSG00000007171	451
ENSG00000007174	669
ENSG00000007202	27
ENSG00000007216	502
ENSG00000007237	460
ENSG00000007255	740
ENSG00000007264	703
ENSG00000007306	702
ENSG00000007312	245
ENSG00000007314	180
ENSG00000007341	11
ENSG00000007350	162
ENSG00000007372	1632
ENSG00000007376	226
ENSG00000007384	128
ENSG00000007392	27
ENSG00000007402	412
ENSG00000007516	76
ENSG00000007520	199
ENSG00000007541	143
ENSG00000007545	84
ENSG00000007866	574
ENSG00000007908	340
ENSG00000007923	323
ENSG00000007933	70
ENSG00000007944	56
ENSG00000007952	157
ENSG00000007968	170
ENSG00000008018	1197
ENSG00000008056	335
ENSG00000008083	309
ENSG00000008086	1289
ENSG00000008118	568
ENSG00000008128	23
ENSG00000008130	104
ENSG00000008196	2705
ENSG00000008197	1569
ENSG00000008226	87
ENSG00000008256	207
ENSG00000008277	85
ENSG00000008282	833
ENSG00000008283	739
ENSG00000008294	167
ENSG00000008300	43
ENSG00000008311	1034
ENSG00000008323	316
ENSG00000008324	172
ENSG00000008382	14
ENSG00000008394	504
ENSG00000008405	570
ENSG00000008438	827
ENSG00000008441	59
ENSG00000008513	458
ENSG00000008516	123
ENSG00000008517	76
ENSG00000008710	46
ENSG00000008735	156
ENSG00000008838	56
ENSG00000008853	87
ENSG00000008869	114
ENSG00000008952	228
ENSG00000008988	94
ENSG00000009307	53
ENSG00000009335	481
ENSG00000009413	262
ENSG00000009694	896
ENSG00000009709	2467
ENSG00000009724	58
ENSG00000009765	1298
ENSG00000009780	44
ENSG00000009790	332
ENSG00000009830	205
ENSG00000009844	1169
ENSG00000009950	278
ENSG00000009954	137
ENSG00000010017	218
ENSG00000010030	623
ENSG00000010072	354
ENSG00000010165	94
ENSG00000010219	141
ENSG00000010244	19
ENSG00000010256	173
ENSG00000010270	518
ENSG00000010278	3386
ENSG00000010282	252
